,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
biomassPrice-40,4.5,4.5948155386,4.6551375475,4.8180402522,4.8084972183,4.765846209,4.921107078,4.9409984381,5.1012006907,5.1679186637,5.2664228551,5.2533609976,5.4156328732,5.4920446027,5.5532724965,5.6978510993,5.6729110396,5.7554310589,5.85936882,5.8924033684,5.9234383806,5.9257357018,6.0355119627,6.1259385652,6.2574539254,6.3337367924,6.2993665392,6.436284836,6.3935640141,6.3711879843,6.47219929,6.652924077,6.6839016808,6.8797095483,6.8774155459,6.919876376,7.0776240788,7.1764254945,7.3642738787,7.4200288841,7.5443238628,7.6872158921,7.7450713756,7.7911732928,7.898852094,7.7963904482,7.8943620898,8.1393561956,8.47307314,8.5309324924
biomassPrice-41,4.5,4.7011427708,4.6395249776,4.7574883886,4.6783332924,4.8172023762,4.9338029964,5.0430050543,5.2407590562,5.3985446368,5.5607923306,5.6372561151,5.7803990482,5.8102077786,5.8901960152,5.9392695533,6.1490704885,6.1741711281,6.2729762937,6.3626467141,6.4322626434,6.3093133503,6.4503539651,6.6356639816,6.4948912955,6.3767773167,6.5664849569,6.5600233573,6.6801722694,6.715108128,6.5704580237,6.6671670712,6.8742964968,7.084124821,7.3511651512,7.1668772843,7.2391035477,7.447700498,7.3368835488,7.4098312983,7.5990995868,7.6454929679,7.6428589448,7.7160014833,7.8298861408,7.9616024396,8.274221055,8.2450922998,8.3900572863,8.5386539237
biomassPrice-42,4.5,4.4683190981,4.6129142495,4.5372916287,4.5588810956,4.580052303,4.5620370566,4.6446004047,4.7118545394,4.80638851,4.66778985,4.6610721069,4.6123352833,4.8021688471,4.9488857526,5.1039683016,5.0248531428,4.9559496431,5.0940155052,5.1218628524,5.3111907231,5.3028248318,5.3375695933,5.4772121001,5.5688222392,5.5684881246,5.5397481164,5.6858261916,5.8225524595,5.9116597402,5.93901406,6.0889341285,6.0357134564,6.1182172935,6.2149379002,6.2534118086,6.3004946981,6.2907391801,6.4702777119,6.6788828022,6.9279187245,7.0138773389,7.0281224086,7.0749953161,6.9306856124,6.8878951966,6.7317908821,6.7567718078,6.8126888472,6.6727023582
biomassPrice-43,4.5,4.6698950484,4.5433862915,4.7437233194,4.942120175,4.9113851206,4.897756675,4.9740125298,4.9369806061,4.8705131826,4.7777078837,4.886618436,4.8728987865,4.9020835943,4.9339413164,5.0977897934,5.2713594226,5.4386112329,5.6483784938,5.6261993622,5.6192391188,5.6176564888,5.6586618825,5.753746409,5.9789072209,5.9514673404,5.9142399279,5.9452121594,6.0454112906,5.8897031735,5.7555183892,5.7635685551,5.9557476506,6.0288699258,6.2403170731,6.3223786567,6.2187017364,6.0695487849,6.1529810729,6.1936555242,6.314221543,6.3070456458,6.4223251415,6.5043683807,6.7907505493,6.9640176647,6.87716885,6.9447124341,6.9116353727,6.8849406177
biomassPrice-44,4.5,4.5605534987,4.5667841837,4.658751128,4.8394335342,4.9376669807,4.9439702365,5.0245157204,4.923257065,5.0931780667,5.0719247178,5.0778508167,5.1190392135,5.0574685798,5.1472936396,5.1394492059,5.0652265741,5.0898003802,5.0631204861,5.2216916789,5.2944548931,5.4719866439,5.5517144668,5.5471936635,5.5731003102,5.7655768798,5.9129503208,5.9670612708,6.1170964835,6.168378145,6.174773592,6.3154923051,6.382130696,6.5273286724,6.5425218312,6.404012435,6.4272011566,6.695513103,6.6601890355,6.7970049162,6.7866941417,6.8691765206,6.6956380698,6.602332164,6.5477551905,6.7210897854,6.6929592486,6.9533739379,7.1239066269,7.1931265724
biomassPrice-45,4.5,4.6269890052,4.6804775738,4.7186414684,4.6191657394,4.782034559,4.8920587532,4.8386394802,4.9688104039,5.0876623897,5.0307782516,5.1622710512,5.3315638333,5.372283536,5.4451979193,5.5348384553,5.5823330987,5.7246958982,5.7599817151,5.8709454628,6.0584962184,6.1036646668,6.3567694372,6.3733378375,6.4818889456,6.4574815347,6.5207806552,6.6269530126,6.677150403,6.7453377722,6.8313421406,6.6624397356,6.6206298381,6.6124499469,6.7116585356,6.6066637767,6.570941039,6.8887725982,6.8996070134,7.0628587581,7.134305821,7.3257812411,7.396491638,7.4390650137,7.7736715322,7.6905682598,7.5986284725,7.6065598461,7.8647386112,8.2359177592
biomassPrice-46,4.5,4.5840567978,4.6681721501,4.7256282504,4.8381471863,4.8818565893,5.0332217378,5.0418807521,4.8961201556,5.044290346,5.1442374485,5.2958440646,5.3849126407,5.3266463483,5.3783144298,5.5838559523,5.5549211583,5.6175605163,5.5550384207,5.5775908244,5.7276606948,5.728921593,5.8673668275,5.9131677506,6.063971695,6.0062348676,6.0060257114,6.0099357009,6.0896440837,6.3027296109,6.4346479901,6.4725173485,6.5398274143,6.7189537809,6.9226689506,7.0365085541,7.1225691182,7.2128747996,7.3754004072,7.3803108176,7.4566778963,7.6020491853,7.6203727221,7.4214275856,7.5118936896,7.6636216461,7.9271103184,8.005496005,7.9961056422,7.9008523428
biomassPrice-47,4.5,4.5696966492,4.5883366075,4.5593970602,4.5248138899,4.6374801298,4.7410021478,4.8037444832,4.8754700278,5.0704563355,5.2274990866,5.2510601017,5.3037986246,5.3850100364,5.4461110073,5.5107407664,5.5975033298,5.6566428441,5.7111947706,5.5996962991,5.4720489698,5.4933903205,5.6208726266,5.5231763752,5.6614614572,5.8854524737,5.9476615578,6.0076584849,6.0711485292,6.2186768278,6.4126562795,6.4929370597,6.3423182784,6.203122334,6.3881520679,6.6514553117,6.7433855101,6.7482668082,6.9643383941,7.0937216703,6.9196021971,7.131483289,6.9510086383,7.0146730205,6.9797314072,7.2529018681,7.320853145,7.3665424988,7.5119120707,7.3724695014
biomassPrice-48,4.5,4.511275384,4.4710876705,4.5469160098,4.6761294829,4.8327641501,4.7613037643,4.7044579641,4.7418177564,4.6791715499,4.5944341612,4.7002313263,4.69934967,4.7312947313,4.7692318775,4.8787299635,4.8993371997,4.8600168151,4.8177304378,4.9694850889,5.0162872445,5.0093598118,5.0756808676,5.0411943568,5.1373729971,5.1103048583,5.2288920679,5.3182453299,5.4742024672,5.6577747013,5.8547472568,5.9106787652,6.1583953024,6.2941620262,6.3909078086,6.4535287125,6.6079205563,6.6504964015,6.7273689901,6.787256541,6.742463985,6.8320498408,6.9425065962,6.9786547502,7.0736975806,7.2744669114,7.1738052247,7.1258081794,7.2698716141,7.0827557074
biomassPrice-49,4.5,4.5637837766,4.5077953183,4.5067620397,4.5798593417,4.6634070441,4.7272364698,4.7495954182,4.806502794,4.7610757312,4.9215213044,4.8405520196,4.8154623672,4.8226679596,4.8742874049,4.7716862875,4.7591070595,4.7135066651,4.8121123847,4.8527569159,4.8831036666,4.9857069932,5.0378446233,5.1058384435,5.2501916351,5.2798036377,5.4360074988,5.5500753682,5.432221211,5.3747476111,5.4407720385,5.4076246867,5.4302132209,5.2993192228,5.2937701993,5.3881220782,5.3913900498,5.6010670251,5.589440388,5.655305038,5.7692893363,5.8680288035,6.1037772084,6.0528123565,6.0640157025,6.1335302965,6.203347749,6.4094843333,6.4376651801,6.4609428144
biomassPrice-50,4.5,4.4658118424,4.5249786351,4.5790553984,4.4836874483,4.4777427539,4.5581801154,4.4728731727,4.4559091261,4.3931892866,4.4478592344,4.4790675863,4.4272774505,4.4665054381,4.4521587052,4.499447732,4.6187440775,4.5889803709,4.5492948615,4.650610607,4.7157614953,4.7111771028,4.75795122,4.7094414343,4.8070390583,4.8462658703,4.7657317564,4.9952282495,5.0493456258,5.1497522914,5.3470320909,5.3164815978,5.3295242252,5.2925707156,5.3679812434,5.406996317,5.3250482158,5.3670174795,5.5490247892,5.5531544404,5.6266960866,5.6875444854,5.7603890187,5.8534625387,6.007471122,6.0686330341,6.2123892052,6.1930531094,6.1670461448,6.0880200537
biomassPrice-51,4.5,4.5224392479,4.4431571812,4.3893441806,4.3550675836,4.3767609431,4.3465114117,4.402051144,4.492287664,4.6209753458,4.6290148056,4.5944020741,4.762710864,4.8211327548,5.0196623294,4.9265422582,4.9888570905,4.9791852117,4.9609109269,5.0941380011,5.0847094035,5.2620693595,5.2864403376,5.4392868703,5.531740793,5.6608676997,5.7644055862,5.8573053667,5.8949870229,6.058004833,6.2287838415,6.1560168541,6.0130019755,6.1273730783,6.2161033172,6.3191278944,6.4109150254,6.3766750489,6.5127854638,6.4073128812,6.6429265076,6.6355282639,6.627275391,6.5884876012,6.6775542157,6.8131780577,6.9027520136,7.0806702198,7.0601230986,6.9999274177
biomassPrice-52,4.5,4.5425159831,4.640721768,4.696998591,4.5881612095,4.6725121637,4.6135864041,4.6880493488,4.6144851482,4.6310478531,4.726712973,4.7312332938,4.7547644878,4.9353699033,4.8481474086,4.8150565284,4.8852007162,4.823909537,4.8783338285,4.9313769576,4.8803832336,4.8058615245,4.8493600321,4.9474363943,5.1634811887,5.1301655641,5.2240713231,5.1493373775,5.243463937,5.2097653501,5.4463724898,5.3821227025,5.4746204419,5.5629788639,5.590815629,5.5850752019,5.7240952174,5.7897422549,5.8273736329,5.9260630951,5.7528178723,5.8877986399,5.8142928991,6.0494374392,5.9463611124,5.8798716643,6.0262851469,6.1222952784,6.3387961154,6.4015508682
biomassPrice-53,4.5,4.4992859074,4.4583410144,4.4200640476,4.5638041883,4.5609242852,4.6535036473,4.7827588736,4.8243213819,4.9568091511,4.9998014021,5.0842417164,5.084632318,5.0565733154,5.1556386748,5.0415561812,5.1087982068,5.1439190984,5.2228754512,5.354185017,5.4174831373,5.4503999835,5.5479304943,5.5504887602,5.7647821974,5.8334020553,5.9546882556,5.9499259874,6.0521919783,6.0168786433,6.0342512917,6.1804388191,6.2229603331,6.368553938,6.3006757526,6.3382165009,6.4043419885,6.3768095486,6.4973468929,6.6455970889,6.6217522546,6.7647386664,6.8728962041,7.0208274602,6.9820497388,7.1654225882,7.4401606081,7.6654858432,7.6000080296,7.6228525113
biomassPrice-54,4.5,4.5724426842,4.6130568824,4.5246572595,4.5541209909,4.5353612882,4.6670801866,4.71007792,4.8016930509,4.8437271276,4.7835778361,4.8200333105,4.9377914336,5.1003627374,5.0902444551,5.0835405223,5.1355103334,5.1323777115,5.1000106278,5.1336166492,5.2915333568,5.4602487624,5.5936144408,5.7022109717,5.8133308501,6.0009347363,5.9288062492,5.976326723,5.9774261918,5.8959796147,5.7986047639,5.9211944773,5.9794291784,6.0900421115,6.1434350201,6.1768158593,6.166311037,6.030357321,6.1499378962,6.1389265881,6.3608141268,6.3845044712,6.5353651613,6.4847236892,6.6015532556,6.6082875861,6.6300847267,6.7192453727,6.6548924547,6.8448584964
biomassPrice-55,4.5,4.539364882,4.4488338682,4.3824510355,4.4208221935,4.3947376653,4.5128411344,4.4871870505,4.6571993049,4.7491550459,4.831326443,5.0372171485,5.1959868213,5.3062630667,5.3755093515,5.2721597536,5.3349884501,5.2969275948,5.2668511808,5.5032456388,5.3657466506,5.441329733,5.6395580202,5.6921380596,5.8156830039,5.8765124076,5.8955574351,6.0394783392,6.0265585287,6.0776663746,6.1658061048,6.3526102513,6.2369199077,6.3897681318,6.4330976081,6.4628338069,6.4201632593,6.6634238755,6.8698493508,6.7908939976,6.9159236621,7.1155405789,7.2819550323,7.4061620261,7.5002319819,7.5828143832,7.5532752986,7.5163262528,7.80537574,7.9849073223
biomassPrice-56,4.5,4.5779541692,4.6303095471,4.6220407858,4.6654499576,4.7782732944,4.749512862,4.7060351374,4.8209323508,4.7623552057,4.794441896,4.9919200704,5.0839823963,4.9588627465,4.9075379657,5.0524340208,5.0943467448,5.2466899651,5.1881329796,5.3602781792,5.387818278,5.4685015792,5.4909653571,5.6535216454,5.6414482052,5.4865394609,5.4877656537,5.5585224279,5.6013853632,5.6791852522,5.586793426,5.4502785043,5.3848324238,5.3927973083,5.4715307811,5.5399220524,5.496693244,5.7538474515,5.7164562869,5.8068835491,5.7879413979,6.054956249,6.1938100345,6.1772913035,6.1731368719,6.2685030169,6.3782227727,6.3581563908,6.353520449,6.3530529532
biomassPrice-57,4.5,4.6348795541,4.6800780706,4.5761717146,4.7118739909,4.7213040499,4.8021698401,4.8496995547,4.9365196351,4.9104532044,4.8049662174,4.8322905281,4.8608663418,5.003087474,5.0297010555,5.001872947,4.9618708625,4.85823193,4.9743093119,5.0124973571,4.9331891898,5.0709798533,5.1905238454,5.1635029722,5.393306775,5.4411396304,5.4881359858,5.482262746,5.4848752907,5.6461654895,5.6612366202,5.8541530368,5.9440266448,5.9418909932,5.9848576138,5.917148978,5.9783143922,5.9954274582,6.1804466515,6.241236478,6.2880571082,6.2247364237,6.3460130928,6.480941462,6.6010581652,6.6401864178,6.6199897572,6.5461398982,6.5331332335,6.6078337435
biomassPrice-58,4.5,4.5686984955,4.6407280214,4.7741261295,4.7388025425,4.8144542382,4.7385335812,4.7493422291,4.819430064,4.7693410469,4.8030900777,4.7645738664,4.7123900048,4.7932749637,4.9722827515,4.9303442615,5.026988951,5.07302013,5.0497879771,5.0392250484,5.2110429779,5.2710182498,5.2700011924,5.4997155924,5.3839264854,5.4699960118,5.5114457981,5.7452307755,5.8954803455,5.8619637386,5.8577346977,5.8133541806,5.927331053,5.8912376484,5.9333484875,5.8942699509,5.7846717473,5.8222138404,5.9873796529,6.0837472047,5.9646995299,6.1812931773,6.3267420061,6.2599182697,6.3196617218,6.2231731953,6.1494092564,6.2655839941,6.2906829541,6.2669110331
biomassPrice-59,4.5,4.4638995844,4.3755587576,4.3658710293,4.4138971404,4.2937710373,4.4077718149,4.3343334121,4.500462375,4.7160982517,4.7338391935,4.7637025589,4.8559658628,4.9843428849,4.9414066531,4.9495526763,5.1227885329,5.2448642709,5.255153344,5.3756215934,5.5000329509,5.6129950281,5.6269407942,5.762519191,5.7915294824,5.796695516,5.8532877981,5.9685347623,6.1289546681,6.2113494291,6.3722449034,6.5502922527,6.8307336045,6.9297867318,7.1340430046,7.1999984642,7.3654629098,7.5557216656,7.5278591171,7.6237976558,7.7547203072,7.7866189044,7.7915442724,7.7450796996,7.7261524985,7.9649335405,8.0248897973,7.903445749,7.7393784689,7.9018116441
biomassPrice-60,4.5,4.653600861,4.8195168369,4.8485978853,4.8713136148,4.91588358,5.099762096,5.0761989309,5.0808636834,5.0779835806,5.2518959681,5.4712862974,5.7127262304,5.7807310865,5.7897663727,5.885333373,5.8060168638,5.8577619285,5.795137851,5.7608744689,5.8913724507,6.0888101225,6.009860243,5.9050324752,6.0608875496,6.0820634797,6.0404326407,6.1140163915,6.2453520479,6.2589034837,6.4855871528,6.6737483549,6.6457588122,6.6403932677,6.7192229986,6.8320108518,6.9617226346,7.0956120614,7.2252158569,7.5133484042,7.6802046167,7.8210446549,8.0481174771,8.1206744855,8.4510007111,8.5594899177,8.6597835855,8.7912560429,8.7633729852,8.8493876151
biomassPrice-61,4.5,4.6668371914,4.6658591822,4.7056216952,4.8741841246,4.9996877182,5.0559986113,5.2588285877,5.3316502669,5.3944945627,5.5296488642,5.5856331776,5.7091165601,5.8284834006,5.8119124517,6.0014414655,6.0087183501,6.1489982231,6.1106986559,6.2065305243,6.2946344058,6.3455822421,6.4752823497,6.5600720883,6.6538442903,6.6872508113,6.8277465268,6.8841266281,6.9925765691,7.11863944,7.3044030585,7.3299312864,7.5988386218,7.5708200123,7.6423725973,7.7679312615,7.7752707069,7.9009539761,7.9778431417,8.0057222463,8.1018174326,8.2894423098,8.3864454496,8.4835978935,8.4902650002,8.3918582428,8.7807955484,8.7886928851,8.7943395014,8.7690243154
biomassPrice-62,4.5,4.40535451,4.4745620155,4.5226209143,4.5740631453,4.5190957904,4.5581656982,4.519430937,4.5453207213,4.4530400776,4.5472908453,4.4856289354,4.4770497815,4.6162042182,4.5940797374,4.6503324024,4.7054748602,4.7601023405,4.8054351859,4.9243078088,4.9679248814,4.9449771731,5.0225321687,5.1167008647,5.1421486043,5.0993835787,5.152447092,5.2440245564,5.2882380804,5.2831277044,5.3403680811,5.5009270731,5.4809691135,5.6946067404,5.7089654021,5.6756574071,5.5694682685,5.7602767016,5.9317534993,6.0856130401,6.1110642309,5.9903218218,5.9354341168,6.0763200513,6.1640085488,6.2961176854,6.4264969013,6.4766631514,6.670299874,6.8391871187
biomassPrice-63,4.5,4.580397348,4.7359100363,4.7423821253,4.8291600898,4.9132012289,4.9143026006,5.0028991748,5.0946058383,5.0139405668,5.0989168181,5.0961551775,5.1894706346,5.222090295,5.3575042245,5.4917734031,5.5614268464,5.5086139467,5.5729386804,5.6277973132,5.5975783935,5.6795742549,5.6869000737,5.7056505865,5.6513187131,5.7193463801,5.7637429015,5.8393027085,5.7186093681,5.7451510474,5.9091688196,6.102068304,6.2263053448,6.2951692215,6.4348298059,6.6436890619,6.6782029809,6.7661894895,6.947993183,6.7923664366,6.7481244112,6.7611427904,6.7870036905,6.9010710964,6.9690341687,7.0725635499,7.3434230883,7.5562520048,7.7034844327,7.7973476375
biomassPrice-64,4.5,4.5396823694,4.5935272777,4.7324621774,4.813725227,4.8128193036,4.8307501928,5.0486750028,5.1037807197,5.2168657324,5.2431846029,5.3418604003,5.2060992604,5.1652058938,5.2405302343,5.362788906,5.5150660177,5.4864707375,5.5996303481,5.6689044907,5.6319986503,5.599651894,5.6652679776,5.6269933952,5.7423827877,5.8524699063,6.0147272872,5.895386967,5.9773181341,6.0175790774,6.0867559188,6.1364894064,6.348803014,6.1988544245,6.2302059197,6.3173194541,6.4689128245,6.3914415409,6.5973663092,6.5411013093,6.5953572054,6.8346850105,6.8937350821,6.8192023543,6.6667623115,6.6870103265,6.7912378356,6.9641543434,6.7992787941,6.8869527303
biomassPrice-65,4.5,4.5687441974,4.6012751011,4.6294202524,4.5682152875,4.6902646992,4.5732391707,4.7605641358,4.8797175934,4.9119143376,4.9561919758,4.9340496436,5.0252366932,5.0542870125,5.0544821469,5.1015208692,5.0683783281,4.9778374669,4.9739077099,5.1989928127,5.3497965385,5.3463124072,5.477095161,5.423875009,5.3386947156,5.2289132457,5.1722523335,5.2048009234,5.3271208919,5.4617590484,5.6219430917,5.7047586995,5.7057327741,5.9599133326,6.0365549005,6.2024360729,6.2329495705,6.3125669305,6.2108717748,6.2040641021,6.2091416842,6.3310662376,6.5304850739,6.4821883481,6.5400069686,6.7829281456,6.9075200208,7.1353025179,7.2903349438,7.2780001999
biomassPrice-66,4.5,4.5728511648,4.6538620755,4.6881475305,4.7793101077,4.8694416451,4.790230119,4.8454131489,4.9729135185,5.1905453556,5.2535157162,5.2328466712,5.1797181185,5.1625222351,5.0427238665,5.191090112,5.2290309793,5.3392912298,5.380236587,5.3603024389,5.4952011171,5.5146035621,5.5890375931,5.646648002,5.6884889303,5.637547543,5.723815966,5.9103841169,6.1538794475,6.2090204773,6.1806523764,6.1770568685,6.2934268135,6.4165750917,6.6163336151,6.6651488077,6.7449805946,6.801506174,6.764689648,6.8830531563,7.0698258896,7.1504141138,7.3087142083,7.3809701713,7.5029039884,7.4541542279,7.6500666545,7.6523504358,7.76096338,7.6951091477
biomassPrice-67,4.5,4.5373731756,4.5949756127,4.513299983,4.6062381649,4.7789433362,4.7967889362,4.7457262461,4.794768369,4.8701883851,4.972469418,4.8955692412,4.9035905476,4.8419047626,4.7700574964,4.7946513764,4.8435593861,4.858460444,4.9572248344,5.0861723606,5.0660781787,5.1533225809,5.24944511,5.3630097318,5.3802981196,5.5794974164,5.6525907636,5.8530253198,5.749272904,5.7549101954,5.8355172335,6.011993586,6.0903909911,6.1088854886,6.0527018888,6.2061605096,6.3393220637,6.30444829,6.369910481,6.508378371,6.6152882476,6.806098806,6.9142211472,6.9031322145,6.989911572,7.0948679131,7.1280859417,7.2465153764,7.1722083239,7.3859704785
biomassPrice-68,4.5,4.526498425,4.5746573797,4.6972998283,4.7577921731,4.795584325,4.8757754107,4.8048184912,4.795059872,4.7305135533,4.7510897763,4.8485004196,4.9580101125,5.0419005793,5.056759925,5.1062840956,5.1954972743,5.2201468592,5.4266802291,5.3696792471,5.4976580655,5.4615571598,5.6265143418,5.813436068,5.7561821889,5.8839066519,5.8434008004,5.8012307777,5.6600047043,5.5948557595,5.6621282161,5.7458639034,5.8902876385,5.8571348998,5.7728755188,5.9868606915,5.8851017807,6.0479891578,6.0121138034,6.0939116154,6.06141335,6.1296072354,6.1096207857,6.2827592728,6.1463891155,6.1859128151,6.1941372605,6.1327597232,6.106850157,6.2712882409
biomassPrice-69,4.5,4.5583817453,4.6129291884,4.6260219135,4.650340384,4.5945258893,4.6410128338,4.6256102578,4.6522574062,4.7673690674,4.6634101045,4.8385826574,4.8567035924,4.9179034454,4.7769135126,4.8145754668,4.8811381512,4.9445530854,4.8573821979,4.7794089218,4.7801419359,4.8085769168,4.8592537913,4.9208325387,4.8739416456,4.8489995381,5.0567957787,5.1014069326,5.1341456383,5.2263009716,5.2541590868,5.2120600124,5.3046843931,5.4997412777,5.5793504363,5.5862590204,5.5998694336,5.5534049814,5.7743060111,5.8929921495,6.0149309767,5.9697751852,6.0741811422,5.9615543533,6.0385571258,5.929235438,6.049412436,6.1402905359,6.0548465192,6.1065920115
biomassPrice-70,4.5,4.577420878,4.6190210386,4.6677888019,4.6427902374,4.7311708074,4.6811341873,4.7514942589,4.77400701,4.7800421456,4.8420642808,4.8147139999,4.8628461321,4.7650527678,4.8795262793,5.0478810552,5.010229252,5.1516764184,5.2607782299,5.3396444595,5.4027615999,5.2647115517,5.3605764347,5.2975863324,5.470373879,5.4004551826,5.4783331409,5.4248874082,5.6744349455,5.7358685245,5.8501216752,6.1164493751,6.2619211736,6.239926102,6.2000428847,6.0927135363,6.1949641457,6.1248981433,6.3009011639,6.5125179005,6.4584994951,6.3694984753,6.5214008961,6.6944589108,6.9626092336,7.0894875368,6.9805625322,7.0565309624,7.1323213917,7.1602054215
biomassPrice-71,4.5,4.5970978876,4.4740153215,4.5503651157,4.5798958496,4.7347411348,4.8232317334,4.7460054634,4.7930793162,4.7812005163,4.6991985011,4.738533951,4.7623384349,4.6909781626,4.659277716,4.8079500765,4.9871273222,4.9553125543,5.0248488304,5.0293840521,4.9943726011,5.1057004277,5.2063950556,5.2615726452,5.3683480543,5.3729418693,5.4316610922,5.5805539858,5.7753801437,5.7866861222,5.8009050123,6.0468196975,6.2111115227,6.1452028702,6.1762677068,6.2549768656,6.4025409382,6.3186795163,6.169943419,6.1801616498,6.2637009704,6.4667528718,6.4673683026,6.6325241142,6.6430437617,6.9235254452,6.8041686732,6.789133117,6.7055716553,6.7538238137
biomassPrice-72,4.5,4.5326632303,4.6679891276,4.7553931326,4.85489003,4.9940385255,4.9744328676,5.091435237,5.0594088249,4.9497678945,5.0148653036,5.0486315708,5.1497329039,5.3876163249,5.4657065946,5.3929366457,5.3405914248,5.267275623,5.1860692519,5.0523248821,5.0742869235,4.9396331301,4.8964090625,5.0156854115,4.972943312,5.1687123343,5.3269642744,5.2903961877,5.4055930881,5.3135327178,5.3978707901,5.5145325718,5.5517155435,5.5492940684,5.4847699029,5.5586182,5.5540998043,5.816147564,5.8625338971,5.9800111963,6.1133921904,6.2350112362,6.4561816696,6.5502897997,6.6769680177,6.7396303236,6.8763611743,6.8865265953,6.9044814614,6.9377185073
biomassPrice-73,4.5,4.5619806723,4.7161230544,4.5892152962,4.5735200206,4.5289888651,4.5886320608,4.5729132374,4.6384980266,4.5872758119,4.6969587125,4.8014735404,4.9080240645,4.9695639882,5.0239309542,5.0458468801,5.0418269314,4.999499279,4.989282621,5.0165834823,5.068462426,5.0729113219,5.1399736245,5.1724392654,5.3604677321,5.2473738259,5.3201231489,5.4526537728,5.4168794198,5.4459721384,5.4246092525,5.4120952823,5.5902389932,5.6223280585,5.6456658815,5.7528973303,5.8335860739,6.0801998655,6.3102522146,6.4952825112,6.597092556,6.4751669926,6.5471975789,6.8563037598,7.1093555472,7.2103921759,7.3444667386,7.5415006619,7.7624729801,7.6367958297
biomassPrice-74,4.5,4.5624532187,4.6043005799,4.504063896,4.4886635129,4.6274676267,4.6443935052,4.6943204749,4.7571303414,4.7797813798,4.6612620303,4.6503969731,4.5333901434,4.4869498251,4.5183154079,4.558687992,4.6884400515,4.8217038972,4.8783308734,5.0727594696,5.0435220624,5.0522059292,5.1580522167,5.2175468564,5.1390471114,5.3612736741,5.384030962,5.4503366287,5.5629984793,5.6884163232,5.7140896122,5.7290564032,5.7636020531,5.8151210176,5.9250130417,5.9566173345,5.9376708277,5.9501858797,6.0137344811,5.9982423503,6.0713159927,6.2109239989,6.453709351,6.4894356256,6.60987112,6.4788541898,6.485875529,6.6333010965,6.6534604845,6.5460710258
biomassPrice-75,4.5,4.5342232486,4.580955927,4.5829035124,4.6887999245,4.637002086,4.7001981309,4.6038005655,4.7245817158,4.7138653652,4.8576800578,4.865864488,5.0099954822,5.2367979434,5.2794576093,5.3871305974,5.4911238272,5.7079681465,5.7905249593,5.8341971729,6.0343382841,5.9471635719,5.9789080944,5.8444121313,5.7806533005,5.8817208726,5.9331911432,6.0857004534,6.3088554023,6.5407780999,6.3973802923,6.5358400436,6.616476484,6.5262001414,6.6155682389,6.7034006191,6.9051633759,6.8978566532,7.0455562236,7.0479188837,7.0300274507,7.1500465034,7.020429165,7.1541047731,7.1767991358,7.429274142,7.3946652422,7.5387881391,7.8050966442,7.8153843599
biomassPrice-76,4.5,4.5531915044,4.5284724513,4.4320220824,4.5162091293,4.6064322223,4.5378471846,4.5888653774,4.6550960288,4.7360108057,4.7886357184,4.8797495515,4.8215192058,4.8917138562,4.8477382097,4.9193753637,5.0169316318,5.1700623656,5.363751405,5.4671513988,5.3396937125,5.2447521156,5.2354921494,5.3406849951,5.3381345358,5.431578555,5.375062687,5.5006347448,5.5845543815,5.6839591945,5.7969816637,6.0564995432,6.0753414871,6.2418258559,6.3874734327,6.4494198282,6.5356712075,6.455257595,6.4669949308,6.358424227,6.4272884855,6.4364787321,6.4385285441,6.4011043291,6.5103244657,6.5025061315,6.5626854094,6.5362900851,6.4601681494,6.5073418506
biomassPrice-77,4.5,4.5764912553,4.6869562049,4.7303567715,4.8118223491,4.8387681458,4.984302271,4.9030558017,5.0208857483,4.9422497634,5.0448700005,5.2167483906,5.4026360977,5.5947712555,5.6160197401,5.63945695,5.7665516092,5.991649991,6.027286381,6.0062403778,6.1295786079,6.2008426325,6.2559913401,6.3317442405,6.3892062091,6.3772841301,6.4493243821,6.6158992925,6.9042143038,6.7922888859,6.8874872821,6.9933702916,7.1213215076,7.0475520972,7.1902656154,7.4200541045,7.4119351982,7.6521150292,7.8346916803,7.9437735498,8.2815524151,8.1995800567,8.1624727469,8.2469672881,8.4966338267,8.6958901055,8.5683979563,8.4138785772,8.5026069798,8.7807801477
biomassPrice-78,4.5,4.5842780579,4.5200272935,4.5533300353,4.54385395,4.5746892708,4.6141769416,4.5320264719,4.5853236942,4.5586006557,4.7053345911,4.7621670261,4.7535704717,4.667039601,4.7688561238,4.9228437787,4.884219764,4.8303907649,4.9595883685,5.0765328682,5.2918058692,5.3676628182,5.4477528282,5.4350256461,5.5760245798,5.6005290352,5.5664130451,5.5697995135,5.5855772347,5.5680591993,5.6697330713,5.6699367077,5.8901545248,5.8383122194,5.7039773719,5.6199298054,5.7611067136,5.8114683482,5.7770112933,5.6932306169,5.8091974353,5.770322783,5.795158434,5.8688524073,5.8544367148,5.8415832707,5.8994171171,6.1747306856,6.351760703,6.6450887103
